"gene_id","n_sets","set_members"
"LOC126356252",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126357156",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126357545",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126357744",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126359091",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126359288",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126359702",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126360117",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126361668",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126361845",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365759",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365760",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365770",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365865",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365914",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126365918",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365959",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365969",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365980",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126365983",4,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126266610",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126266713",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266714",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266744",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266751",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126266752",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266827",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266830",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266835",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266841",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126266911",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126266984",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267041",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267042",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267060",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267073",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267080",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126267081",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267107",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267127",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267131",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126267139",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126267166",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267172",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267214",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267242",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267247",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267280",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267313",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267322",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267332",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267355",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126267400",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267460",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267472",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126267503",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267614",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267729",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267755",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267788",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267829",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267861",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267884",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267894",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267912",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126267978",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126267997",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268019",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268023",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268028",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268088",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268096",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268125",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268126",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268128",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126268148",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268219",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126268239",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268318",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126268518",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126269044",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126269352",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126269513",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126269996",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126270553",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126270657",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271434",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271650",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271850",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271869",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126271872",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126271944",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271954",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271955",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126271991",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272024",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272080",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272088",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272094",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272096",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272130",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272139",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272149",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272156",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272256",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272273",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272274",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272296",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272362",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272363",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272370",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272377",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272382",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272386",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272399",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272450",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272470",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126272477",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272560",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272566",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272567",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272583",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272587",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272600",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126272612",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272639",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272683",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_33"
"LOC126272684",3,"all_diet_pairwise_results; DESeq2_33_vs_50; DESeq2_33_vs_83"
"LOC126272700",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272722",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272743",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272746",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272753",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272787",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272836",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272875",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272876",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272888",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272926",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272931",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272934",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272939",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126272984",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126272985",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273009",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273020",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273081",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273166",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273185",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273193",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126273198",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273203",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273224",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273228",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273256",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273293",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273343",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273369",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273423",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126273691",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126274964",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126275560",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126275923",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126276001",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126276148",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126276164",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126276175",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126277228",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126277892",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126277893",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126277897",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126277899",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126277913",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126277956",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278026",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278042",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278058",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278095",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278109",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278143",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_33"
"LOC126278166",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278175",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278185",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278221",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278279",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278318",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278345",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278365",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278381",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278407",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126278434",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278442",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278445",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278455",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278519",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278524",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126278530",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278538",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83"
"LOC126278545",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83"
"LOC126278546",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278555",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278575",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278594",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126278604",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278612",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278643",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278651",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278700",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278704",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278713",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278724",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278820",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278867",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278885",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278940",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278941",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278947",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278949",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126278965",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126278997",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33"
"LOC126279011",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126279090",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126279107",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126279135",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126279406",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126279803",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_33"
"LOC126279923",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126280740",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281023",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281097",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281245",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281296",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281382",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126281385",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126281398",3,"all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83"
"LOC126281438",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126281443",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281447",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126281487",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281506",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281520",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83"
"LOC126281521",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281527",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281573",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281608",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281648",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126281672",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281716",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281789",3,"all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_50_vs_83"
"LOC126281810",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281860",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281863",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281897",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126281975",3,"all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126281978",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126282003",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126282076",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
"LOC126282088",3,"all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_50"
