"GeneID","Description"
"LOC126272132","peroxiredoxin-6-like"
"LOC126272133","peroxiredoxin-6-like"
"LOC126272136","loricrin-like"
"LOC126272138","lachesin-like"
"LOC126272139","voltage-dependent calcium channel subunit alpha-2/delta-3"
"LOC126272143","cytochrome P450 6k1-like"
"LOC126272144","cytochrome P450 6k1-like"
"LOC126272145","probable cytochrome P450 6a14"
"LOC126272146","probable cytochrome P450 6a13"
"LOC126272147","neuronal acetylcholine receptor subunit alpha-7-like"
"LOC126272149","uncharacterized LOC126272149"
"LOC126272156","retinol-binding protein pinta-like"
"LOC126272157","retinol-binding protein pinta-like"
"LOC126272158","retinol-binding protein pinta-like"
"LOC126272159","thioredoxin domain-containing protein 12-like"
"LOC126272168","uncharacterized LOC126272168"
"LOC126272170","protein naked cuticle homolog 2-like"
"LOC126272181","Sjoegren syndrome nuclear autoantigen 1 homolog"
"LOC126272183","pickpocket protein 28-like"
"LOC126272186","uncharacterized LOC126272186"
"LOC126272193","farnesyl pyrophosphate synthase-like"
"LOC126272197","uncharacterized LOC126272197"
"LOC126272198","ribonuclease kappa-B-like"
"LOC126272199","proton-coupled folate transporter-like"
"LOC126272206","zinc finger protein 474-like"
"LOC126272217","uncharacterized LOC126272217"
"LOC126272225","chondroitin proteoglycan-2-like"
"LOC126272226","chondroitin proteoglycan-2-like"
"LOC126272228","chondroitin proteoglycan 2-like"
"LOC126272230","neuronal acetylcholine receptor subunit alpha-4-like"
"LOC126272232","synaptic vesicle glycoprotein 2B-like"
"LOC126272241","ejaculatory bulb-specific protein 3-like"
"LOC126272242","ejaculatory bulb-specific protein 3-like"
"LOC126272250","SET domain-containing protein SmydA-8-like"
"LOC126272252","visual pigment-like receptor peropsin"
"LOC126272254","DNA methyltransferase 1-associated protein 1-like"
"LOC126272255","SOSS complex subunit C homolog"
"LOC126272257","hemicentin-2-like"
"LOC126272261","fork head domain-containing protein FD4-like"
"LOC126272262","hydroxylysine kinase"
"LOC126272263","zwei Ig domain protein zig-8-like"
"LOC126272268","facilitated trehalose transporter Tret1-2 homolog"
"LOC126272273","probable cytochrome P450 304a1"
"LOC126272274","protein madd-4-like"
"LOC126272275","monocarboxylate transporter 12-like"
"LOC126272278","uncharacterized LOC126272278"
"LOC126272283","uncharacterized LOC126272283"
"LOC126272289","cyclin-dependent kinases regulatory subunit"
"LOC126272290","uncharacterized LOC126272290"
"LOC126272291","V-set and transmembrane domain-containing protein 2B-like"
"LOC126272295","BTB/POZ domain-containing protein KCTD9-like"
"LOC126272296","cytochrome P450 6k1-like"
"LOC126272301","uncharacterized LOC126272301"
"LOC126272308","cytochrome P450 6k1-like"
"LOC126272309","uncharacterized LOC126272309"
"LOC126272310","lachesin"
"LOC126272311","cuticle protein 19-like"
"LOC126272313","uncharacterized LOC126272313"
"LOC126272315","alpha-tocopherol transfer protein-like"
"LOC126272317","cytochrome P450 6k1-like"
"LOC126272318","uncharacterized LOC126272318"
"LOC126272319","cytochrome P450 6k1-like"
"LOC126272320","putative beta-carotene-binding protein"
"LOC126272321","uncharacterized LOC126272321"
"LOC126272322","uncharacterized LOC126272322"
"LOC126272329","pro-resilin-like"
"LOC126272330","uncharacterized LOC126272330"
"LOC126272331","5-hydroxytryptamine receptor 3A-like"
"LOC126272332","E3 SUMO-protein ligase ZBED1-like"
"LOC126272336","uncharacterized LOC126272336"
"LOC126272339","inactive dipeptidyl peptidase 10"
"LOC126272340","uncharacterized LOC126272340"
"LOC126272350","uncharacterized LOC126272350"
"LOC126272352","uncharacterized LOC126272352"
"LOC126272353","uncharacterized LOC126272353"
"LOC126272354","uncharacterized LOC126272354"
"LOC126272355","uncharacterized LOC126272355"
"LOC126272359","protein turtle homolog B-like"
"LOC126272361","lysozyme-like"
"LOC126272362","lysozyme c-1-like"
"LOC126272363","uncharacterized LOC126272363"
"LOC126272367","uncharacterized LOC126272367"
"LOC126272368","uncharacterized LOC126272368"
"LOC126272370","GATOR complex protein NPRL2-like"
"LOC126272377","opioid-binding protein/cell adhesion molecule-like"
"LOC126272381","pro-resilin-like"
"LOC126272382","peroxiredoxin-6-like"
"LOC126272383","uncharacterized LOC126272383"
"LOC126272386","beta-glucuronidase-like"
"LOC126272387","ejaculatory bulb-specific protein 3-like"
"LOC126272390","UDP-glucosyltransferase 2-like"
"LOC126272393","urocanate hydratase-like"
"LOC126272394","ejaculatory bulb-specific protein 3-like"
"LOC126272395","ejaculatory bulb-specific protein 3-like"
"LOC126272397","uncharacterized LOC126272397"
"LOC126272399","oxysterol-binding protein-related protein 9"
"LOC126272411","trypsin alpha-like"
"LOC126272412","beta-glucuronidase-like"
"LOC126272415","uncharacterized LOC126272415"
"LOC126272417","uncharacterized LOC126272417"
"LOC126272419","beta-glucuronidase-like"
"LOC126272420","pro-resilin-like"
"LOC126272428","G-protein coupled receptor dmsr-1-like"
"LOC126272436","uncharacterized LOC126272436"
"LOC126272446","regulator of G-protein signaling 17"
"LOC126272450","uncharacterized oxidoreductase YjmC-like"
"LOC126272454","cytochrome P450 6k1-like"
"LOC126272456","uncharacterized LOC126272456"
"LOC126272458","lachesin-like"
"LOC126272462","whirlin-like"
"LOC126272463","uncharacterized LOC126272463"
"LOC126272465","vesicular glutamate transporter 1-like"
"LOC126272467","neuronal acetylcholine receptor subunit alpha-10-like"
"LOC126272468","uncharacterized LOC126272468"
"LOC126272473","uncharacterized LOC126272473"
"LOC126272475","uncharacterized LOC126272475"
"LOC126272477","uncharacterized LOC126272477"
"LOC126272483","uncharacterized LOC126272483"
"LOC126272485","synaptic vesicle glycoprotein 2B-like"
"LOC126272492","mucin-19-like"
"LOC126272496","trypsin-1-like"
"LOC126272497","trypsin alpha-3-like"
"LOC126272500","venom dipeptidyl peptidase 4-like"
"LOC126272504","uncharacterized LOC126272504"
"LOC126272507","uncharacterized LOC126272507"
"LOC126272508","uncharacterized LOC126272508"
"LOC126272509","endoplasmic reticulum membrane-associated RNA degradation protein-like"
"LOC126272510","uncharacterized LOC126272510"
"LOC126272511","uricase"
"LOC126272513","venom dipeptidyl peptidase 4-like"
"LOC126272517","putative odorant-binding protein A10"
"LOC126272518","uncharacterized LOC126272518"
"LOC126272536","uncharacterized LOC126272536"
"LOC126272537","adenylate kinase isoenzyme 1"
"LOC126272541","alpha-tocopherol transfer protein-like"
"LOC126272544","myosin-VIIa-like"
"LOC126272550","cytochrome P450 6k1-like"
"LOC126272556","irregular chiasm C-roughest protein"
"LOC126272557","UPF0545 protein C22orf39 homolog"
"LOC126272558","trehalase-like"
"LOC126272560","UDP-glycosyltransferase UGT5-like"
"LOC126272561","uncharacterized LOC126272561"
"LOC126272566","malectin-A"
"LOC126272567","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1"
"LOC126272568","acetylcholine receptor subunit beta-like 1"
"LOC126272571","uncharacterized LOC126272571"
"LOC126272572","putative beta-carotene-binding protein"
"LOC126272573","mucin-2-like"
"LOC126272574","uncharacterized LOC126272574"
"LOC126272576","follistatin"
"LOC126272577","uncharacterized LOC126272577"
"LOC126272582","uncharacterized LOC126272582"
"LOC126272584","putative phosphatidate phosphatase"
"LOC126272587","facilitated trehalose transporter Tret1-2 homolog"
"LOC126272589","pikachurin-like"
"LOC126272592","armadillo repeat-containing protein gudu-like"
"LOC126272597","uncharacterized LOC126272597"
"LOC126272599","uncharacterized LOC126272599"
"LOC126272600","adhesion G protein-coupled receptor A2-like"
"LOC126272606","integrin alpha-PS4-like"
"LOC126272608","Krueppel homolog 1-like"
"LOC126272609","uncharacterized LOC126272609"
"LOC126272610","methyl farnesoate epoxidase-like"
"LOC126272614","monocarboxylate transporter 2-like"
"LOC126272624","venom dipeptidyl peptidase 4-like"
"LOC126272633","CCN family member 4"
"LOC126272636","uncharacterized LOC126272636"
"LOC126272638","zinc finger protein 761-like"
"LOC126272639","protein madd-4"
"LOC126272645","cytochrome P450 6k1-like"
"LOC126272646","uncharacterized LOC126272646"
"LOC126272657","chitin synthase chs-2-like"
"LOC126272667","uncharacterized LOC126272667"
"LOC126272675","uncharacterized LOC126272675"
"LOC126272678","zinc transporter ZIP3-like"
"LOC126272679","uncharacterized LOC126272679"
"LOC126272683","cytochrome P450 6k1-like"
"LOC126272684","cytochrome P450 6k1-like"
"LOC126272687","uncharacterized LOC126272687"
"LOC126272690","angiogenic factor with G patch and FHA domains 1"
"LOC126272691","uncharacterized LOC126272691"
"LOC126272692","uncharacterized LOC126272692"
"LOC126272693","uncharacterized LOC126272693"
"LOC126272699","intraflagellar transport protein 74 homolog"
"LOC126272703","protein Wnt-5b-like"
"LOC126272706","probable salivary secreted peptide"
"LOC126272716","pyrimidodiazepine synthase-like"
"LOC126272718","solute carrier family 12 member 6"
"LOC126272719","zip homologous protein 2-like"
"LOC126272721","pyrimidodiazepine synthase-like"
"LOC126272722","V-type proton ATPase 116 kDa subunit a 1"
"LOC126272723","insulin gene enhancer protein isl-1"
"LOC126272724","pyrimidodiazepine synthase-like"
"LOC126272729","chondroitin proteoglycan-2-like"
"LOC126272733","uncharacterized LOC126272733"
"LOC126272736","uncharacterized LOC126272736"
"LOC126272740","uncharacterized LOC126272740"
"LOC126272741","uncharacterized LOC126272741"
"LOC126272742","limbic system-associated membrane protein"
"LOC126272743","G2/mitotic-specific cyclin-B-like"
"LOC126272746","transcription factor HNF-4 homolog"
"LOC126272748","SPRY domain-containing SOCS box protein 3"
"LOC126272750","annexin B9-like"
"LOC126272753","uncharacterized LOC126272753"
"LOC126272761","uncharacterized LOC126272761"
"LOC126272767","transient receptor potential cation channel subfamily A member 1-like"
"LOC126272774","uncharacterized LOC126272774"
"LOC126272787","ejaculatory bulb-specific protein 3-like"
"LOC126272799","probable cytochrome P450 6a14"
"LOC126272804","uncharacterized LOC126272804"
"LOC126272807","luciferin sulfotransferase-like"
"LOC126272812","aldehyde dehydrogenase%2C dimeric NADP-preferring-like"
"LOC126272820","nucleoprotein TPR"
"LOC126272821","uncharacterized LOC126272821"
"LOC126272822","tubulin beta chain-like"
"LOC126272823","cytochrome P450 6k1-like"
"LOC126272824","uncharacterized LOC126272824"
"LOC126272825","pro-resilin-like"
"LOC126272826","uncharacterized LOC126272826"
"LOC126272831","UDP-glycosyltransferase UGT5-like"
"LOC126272835","homeobox protein orthopedia-like"
"LOC126272836","oligosaccharyltransferase complex subunit ostc-B"
"LOC126272837","cytochrome P450 6k1-like"
"LOC126272847","monocarboxylate transporter 1-like"
"LOC126272850","protein rolling stone-like"
"LOC126272856","uncharacterized LOC126272856"
"LOC126272858","growth arrest and DNA damage-inducible protein GADD45 gamma"
"LOC126272860","translation initiation factor IF-2-like"
"LOC126272861","transcription factor MafA"
"LOC126272863","ATPase ASNA1 homolog"
"LOC126272864","venom dipeptidyl peptidase 4-like"
"LOC126272868","lysM and putative peptidoglycan-binding domain-containing protein 3-like"
"LOC126272875","probable G-protein coupled receptor CG31760"
"LOC126272876","proteoglycan 4"
"LOC126272881","transient receptor potential cation channel subfamily A member 1"
"LOC126272884","carcinine transporter"
"LOC126272885","golgin subfamily A member 8Q-like"
"LOC126272888","uncharacterized LOC126272888"
"LOC126272889","ejaculatory bulb-specific protein 3-like"
"LOC126272891","putative beta-carotene-binding protein"
"LOC126272892","putative beta-carotene-binding protein"
"LOC126272893","ejaculatory bulb-specific protein 3-like"
"LOC126272895","ejaculatory bulb-specific protein 3-like"
"LOC126272898","lysM and putative peptidoglycan-binding domain-containing protein 3-like"
"LOC126272899","cytochrome P450 6k1-like"
"LOC126272900","synaptic vesicle glycoprotein 2A-like"
"LOC126272902","trypsin-1-like"
"LOC126272905","uncharacterized LOC126272905"
"LOC126272906","sodium-dependent serotonin transporter-like"
"LOC126272907","V-type proton ATPase 116 kDa subunit a 1-like"
"LOC126272909","dynein axonemal assembly factor 1 homolog"
"LOC126272910","GTP-binding protein REM 1-like"
"LOC126272911","protein lethal(2)essential for life-like"
"LOC126272913","uncharacterized LOC126272913"
"LOC126272915","uncharacterized LOC126272915"
"LOC126272916","class E basic helix-loop-helix protein 23"
"LOC126272919","WAS/WASL-interacting protein family member 3-like"
"LOC126272920","ejaculatory bulb-specific protein 3-like"
"LOC126272921","UDP-glycosyltransferase UGT5-like"
"LOC126272925","uncharacterized LOC126272925"
"LOC126272926","UDP-glucosyltransferase 2-like"
"LOC126272927","UDP-glucosyltransferase 2-like"
"LOC126272928","UDP-glucosyltransferase 2-like"
"LOC126272930","lachesin-like"
"LOC126272931","beta-hexosaminidase subunit beta-like"
"LOC126272933","cilia- and flagella-associated protein 91-like"
"LOC126272934","sodium- and chloride-dependent glycine transporter 1-like"
"LOC126272938","dynein axonemal assembly factor 1-like"
"LOC126272939","cytochrome P450 4V2-like"
"LOC126272947","lachesin-like"
"LOC126272948","ras-interacting protein RIP3-like"
"LOC126272949","putative beta-carotene-binding protein"
"LOC126272958","uncharacterized LOC126272958"
"LOC126272961","uncharacterized LOC126272961"
"LOC126272965","uncharacterized LOC126272965"
"LOC126272970","poly [ADP-ribose] polymerase tankyrase-1-like"
"LOC126272975","zinc finger protein 845-like"
"LOC126272978","uncharacterized LOC126272978"
"LOC126272979","methyl farnesoate epoxidase-like"
"LOC126272982","snurportin-1-like"
"LOC126272984","protein lethal(2)essential for life-like"
"LOC126272985","uncharacterized LOC126272985"
"LOC126272992","uncharacterized LOC126272992"
"LOC126272995","uncharacterized LOC126272995"
"LOC126273001","venom dipeptidyl peptidase 4-like"
"LOC126273002","uncharacterized LOC126273002"
"LOC126273010","ejaculatory bulb-specific protein 3-like"
"LOC126273011","uncharacterized LOC126273011"
"LOC126273012","pro-resilin-like"
"LOC126273016","uncharacterized LOC126273016"
"LOC126273017","uncharacterized LOC126273017"
"LOC126273018","cleavage stimulation factor subunit 1"
"LOC126273019","aminopeptidase N-like"
"LOC126273020","uncharacterized LOC126273020"
"LOC126273021","uncharacterized LOC126273021"
"LOC126273022","coiled-coil domain-containing protein 112-like"
"LOC126273023","LIM/homeobox protein Lhx3"
"LOC126273024","ejaculatory bulb-specific protein 3-like"
"LOC126273025","pachytene checkpoint protein 2 homolog"
"LOC126273026","uncharacterized LOC126273026"
"LOC126273027","uncharacterized LOC126273027"
"LOC126273028","allergen Tha p 1-like"
"LOC126273029","allergen Tha p 1-like"
"LOC126273030","allergen Tha p 1-like"
"LOC126273032","allergen Tha p 1-like"
"LOC126273033","allergen Tha p 1-like"
"LOC126273034","allergen Tha p 1-like"
"LOC126273035","allergen Tha p 1-like"
"LOC126273036","ejaculatory bulb-specific protein 3-like"
"LOC126273037","allergen Tha p 1-like"
"LOC126273038","uncharacterized LOC126273038"
"LOC126273039","pro-resilin-like"
"LOC126273041","trypsin alpha-like"
"LOC126273042","trypsin alpha-like"
"LOC126273043","general odorant-binding protein 70"
"LOC126273044","putative beta-carotene-binding protein"
"LOC126273045","protein escargot-like"
"LOC126273049","uncharacterized LOC126273049"
"LOC126273052","CARD- and ANK-domain containing inflammasome adapter protein-like"
"LOC126273056","ejaculatory bulb-specific protein 3-like"
"LOC126273058","cytochrome P450 6k1-like"
"LOC126273060","uncharacterized LOC126273060"
"LOC126273067","uncharacterized LOC126273067"
"LOC126273068","probable cytochrome P450 6a14"
"LOC126273074","uncharacterized LOC126273074"
"LOC126273081","uncharacterized LOC126273081"
"LOC126273083","uncharacterized LOC126273083"
"LOC126273087","trypsin delta-like"
"LOC126273089","uncharacterized LOC126273089"
"LOC126273097","pro-resilin-like"
"LOC126273102","dynein intermediate chain 2%2C ciliary"
